Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major
4,1,1,2,1,4,1,1,1,2,3,1,1,1,3,8637,4284,4661,11954,3042,7386,3843,2036,4560,7394,5970,4631,4505,6952,6247,10,88,103,7,1,6,5,6,4,5,4,4,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,21,1,1,3,4,2,1,3,Environmental Science
4,1,1,2,5,4,2,1,1,5,3,3,3,4,5,6018,9877,7064,11907,15036,8630,6473,4549,5152,9052,8285,12362,7358,7002,13519,2,135,116,4,5,5,7,4,6,5,5,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,16,1,6,1,4,2,1,1,
2,2,3,2,2,3,2,5,2,3,2,2,3,1,4,11059,7652,9094,8905,5884,10102,9989,8374,8386,14404,8801,9565,8749,13368,132372,956,943,559,3,3,6,7,6,4,6,4,4,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,3,2,1,68,1,5,1,4,1,2,1,
4,3,1,4,3,4,2,1,1,5,2,1,1,3,5,7760,9959,4656,12181,7881,5117,4905,2811,2843,4661,16890,4446,2912,7242,4857,4,109,207,4,7,5,2,7,5,3,4,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,1,21,1,2,4,4,1,1,3,design
2,3,1,2,4,4,3,1,1,4,5,4,2,2,5,7536,12702,4554,4156,4774,12298,10976,11506,11158,10811,4696,7382,19999,10521,15396,632,150,264,1,6,6,6,6,6,2,5,3,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,28,1,1,1,4,1,2,4,Engineering
1,1,1,1,1,4,3,1,1,2,3,1,1,1,4,7847,11386,4331,7334,7067,16534,12483,3466,4484,15268,7384,6301,6650,7051,7366,3,127,220,6,4,7,1,6,1,6,2,7,5,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,2,42,1,8,1,1,2,1,4,Mechanical Engineering
4,3,1,2,3,3,2,1,1,4,2,1,1,1,4,5590,5733,3040,5064,4680,5336,4955,2989,2503,4096,26025,9348,4784,7640,3648,1,97,71,5,5,1,4,6,5,7,6,4,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,3,3,3,1,25,1,2,2,4,2,1,2,Linguistics
4,4,1,1,4,1,1,1,1,4,3,1,1,3,4,5657,6736,3217,4472,3976,4736,5650,3232,4304,5610,8664,22827,4888,8080,3729,1,97,459,7,6,2,5,7,5,5,5,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,1,2,1,47,1,7,1,4,2,3,3,Business Administration
1,5,1,4,5,1,1,1,2,5,2,2,1,2,5,6685,4824,3391,5888,14720,6520,8927,1872,5632,6560,6776,6704,5104,5447,6392,12,97,145,1,1,7,2,5,7,6,5,7,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,51,2,7,1,4,2,2,4,Agriculture
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4263,9634,731,3352,3536,4248,2272,3696,2728,2568,4984,2968,3944,5312,2464,8,58,118,2,5,2,7,6,6,5,6,1,2,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,2,18,1,2,1,4,2,1,3,
3,3,1,4,2,4,1,2,2,2,2,3,2,2,4,97677,7962,6913,6251,5108,8328,8532,5926,9379,8554,10380,7495,5841,29395,4741,2,224,155,5,6,6,2,5,4,6,1,7,4,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,19,1,7,1,4,2,1,3,
1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,12131,20824,4776,5696,6272,13424,6152,5472,5664,14840,5464,6152,2784,5544,6232,3,128,188,4,1,6,5,5,4,5,1,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,2,73,1,9,1,4,2,3,1,Commerce
1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,25318,5248,4208,4408,5790,9458,5664,6216,4072,6752,7560,9192,6078,4186,4680,16,111,101,2,2,3,2,6,7,5,5,6,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,1,1,23,1,6,1,4,1,1,4,"chemistry, latin"
5,4,1,4,3,4,4,1,2,4,4,3,1,3,4,5329,7205,5279,4488,6795,11235,6179,2408,5739,9655,8980,7680,3268,8159,4685,29,98,132,6,5,5,5,7,1,5,2,4,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,27,1,1,1,5,1,1,2,English Language Teaching
4,3,2,4,4,4,2,2,3,5,3,2,4,4,4,4039,3671,2859,2948,2223,3185,2690,2553,3371,4393,2220,3319,2636,4007,3019,2,49,83,1,4,1,5,5,5,3,5,2,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,3,1,1,1,42,1,0,1,4,2,3,2,Biology
2,2,4,2,2,1,2,4,1,4,2,2,2,2,4,5051,11762,4072,5433,5083,3763,4812,11733,3444,11371,6364,6891,6478,7162,4176,2,99,110,7,1,5,5,6,1,7,6,3,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,17,1,4,2,4,2,1,3,
5,4,3,2,1,4,4,3,4,2,4,4,3,4,5,7301,17985,9873,7328,8636,9422,6986,6149,7651,13123,10817,9192,9751,6998,8309,517,141,189,4,6,1,5,6,7,6,7,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,21,1,10,1,1,1,1,4,
1,1,1,1,4,4,1,1,2,1,3,1,1,1,4,8878,8382,3283,3921,5511,9452,3951,4428,6704,9198,6451,4552,1762,4035,5618,1601,87,85,4,5,5,3,5,3,3,3,6,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,2,37,1,4,1,4,1,1,3,psychology
2,4,1,1,1,1,2,1,1,2,2,1,1,1,4,9062,7228,3023,1336,1674,3848,6064,1257,1586,5093,4969,9616,5749,5004,4558,3,74,76,3,7,2,2,7,5,2,6,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1,2,2,4,2,1,2,
5,3,4,4,4,5,4,5,4,4,4,3,3,5,5,6859,13094,4610,4595,5475,5791,5322,4953,4665,5186,5047,5434,6448,6011,3881,4,88,125,2,6,5,7,6,5,6,3,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,18,1,2,5,4,2,1,2,Social Science
3,3,1,1,4,1,3,4,4,4,2,3,2,3,2,18717,14442,11190,12317,11499,8508,13391,20550,6045,8891,9873,11774,16079,8637,6815,36,181,304,2,5,7,2,5,5,4,5,6,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,74,1,6,1,4,2,3,7,Accounting
5,2,1,1,1,1,1,1,3,4,5,1,1,2,4,4614,7239,2696,4488,2776,4624,4032,1704,5800,6592,5872,5103,4705,5896,4208,3,72,103,2,5,6,2,7,7,7,3,7,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,46,2,2,2,4,2,1,3,Economics
2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,51724,3390,2679,7688,7625,4592,4939,1532,1357,8864,7125,1735,1141,3312,2126,9,134,139,3,1,6,1,7,7,5,5,7,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,52,1,2,1,4,2,2,2,formal logic
5,3,1,5,4,5,2,3,1,5,4,3,3,2,5,4825,7901,5049,4088,7394,3704,7365,5565,6000,2569,6213,7171,3610,6472,2915,3,82,108,7,3,5,1,6,2,5,3,7,4,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,15,1,1,1,4,2,1,6,
3,2,1,2,4,3,2,3,4,3,2,3,1,3,4,8739,9162,5873,21469,5024,9587,5463,4994,7405,52138,6355,49458,5823,11359,4565,1827,233,211,5,6,3,3,6,6,4,5,3,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,18,1,0,1,5,2,1,2,
5,5,1,3,3,5,3,1,1,4,5,3,1,5,5,9696,5543,2712,4464,5768,2648,6464,3407,4512,7016,2976,3200,3847,3368,2848,271,70,214,3,1,7,1,7,7,1,4,7,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,1,1,40,1,2,1,4,2,2,3,Environmental Management and Psychology
4,3,3,4,5,4,2,3,3,4,3,3,3,5,5,5764,5979,5102,4262,3495,8177,4985,2819,5618,12687,9518,6021,5337,4017,3958,4,89,144,2,3,7,5,3,6,7,2,5,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,3,2,1,29,1,7,1,4,2,2,4,Sociology
4,5,1,4,4,4,4,1,1,4,3,2,1,1,4,7313,10654,3568,5456,13001,5887,11608,8008,10592,11360,7508,13504,5119,12369,7015,11,134,212,5,6,6,6,6,6,4,5,3,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,2,17,1,2,2,4,2,1,3,Chemistry and Psychology
1,1,1,1,1,1,1,1,1,3,3,1,1,1,4,402966,11307,96636,6002,8231,2793,8447,1579,4357,5055,8048,10192,4490,7531,8796,1406,589,237,1,5,6,7,7,7,3,2,4,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,3,2,2,1,21,3,1,1,4,2,1,3,psychology
5,3,1,2,1,5,5,2,2,5,5,5,2,5,5,8099,11840,6320,6989,5725,7379,4510,3113,6192,6588,7493,5296,5996,5261,6952,5,100,171,5,7,6,3,7,6,1,4,2,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,2,2,1,1,18,1,12,1,3,2,1,4,Economics
5,5,1,4,4,5,5,4,4,5,4,4,3,4,5,6893,9281,5671,4366,4099,7817,3488,3800,7878,4266,4402,5962,6867,4577,4044,7,85,129,5,4,5,7,6,7,2,4,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,22,1,2,1,4,2,1,3,
2,2,2,1,3,2,2,1,1,3,2,2,1,1,2,8287,13370,5260,4335,7536,7175,8580,6823,6180,6794,11081,10940,4098,5780,10559,3,118,214,5,5,5,4,5,3,6,2,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,2,2,2,35,1,1,1,4,2,1,2,
4,2,1,1,1,4,1,1,2,1,2,2,1,3,3,19076,8675,5607,4663,5573,10145,6016,3511,9982,6759,7083,13140,5807,11995,10207,5,130,312,6,1,7,1,6,6,7,2,7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,75,3,0,1,4,2,2,1,Politics
4,4,4,4,4,3,4,5,3,3,2,4,3,3,4,25284,4432,3440,3809,3890,3089,3547,3170,7547,4946,3527,50627,60738,6313,3744,3,189,219,2,5,7,2,7,5,6,1,6,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,3,0,2,1,30,1,4,1,4,1,1,1,Child developement 
4,2,3,2,4,3,5,3,3,2,4,4,2,4,4,11580,8873,5299,4871,6140,6089,5536,3812,6231,11494,7433,9230,11003,10853,7915,21,118,196,2,4,3,4,6,2,1,7,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,14,1,4,1,4,2,1,4,
4,3,1,3,4,4,1,1,3,4,3,1,1,3,4,5137,6745,9952,4784,5432,7160,6264,4575,5945,5776,6724,5713,11479,6851,2758,1,96,134,4,5,6,6,6,2,5,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,3,2,2,15,1,7,1,2,2,1,2,
4,4,4,4,4,5,4,5,5,5,4,5,3,3,4,15136,7861,4521,6182,6100,6437,4446,3509,4962,4544,8004,6734,7846,4601,5533,11,99,216,6,5,4,4,7,5,6,7,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,0,41,1,12,3,4,2,1,2,
2,1,1,1,3,2,1,1,1,2,1,1,1,1,4,6041,4965,3432,3944,3816,6088,2568,3497,2439,4816,3704,6328,4720,5904,8216,3,73,98,7,5,3,5,7,2,5,4,2,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,3,1,2,23,1,1,2,4,1,1,2,mediatechnology
4,5,1,4,4,2,5,1,1,5,4,4,1,5,5,14157,7947,2412,7130,6046,7032,6001,4428,2922,7562,7025,3874,3816,6082,6439,4,94,137,2,7,5,6,4,6,3,4,4,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,3,3,1,2,26,1,2,1,5,1,1,3,engineering
5,4,3,3,5,4,3,4,4,3,5,3,3,4,5,3251,5004,2501,8442,4528,4708,5140,1608,5837,2448,3732,14404,4474,8501,14847,2,90,87,1,3,2,6,4,6,5,6,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,13,1,6,4,1,2,1,2,
5,4,3,3,4,4,3,3,2,2,4,3,2,4,4,20426,8040,5858,6687,7852,6591,17540,6211,5734,15007,6729,9934,9200,8716,11668,8,147,218,6,6,6,6,6,6,6,6,3,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,3,0,32,1,1,4,5,0,1,3,"Computer science, animation"
3,5,4,4,5,5,5,4,2,5,5,4,5,3,5,12862,12426,6568,11566,7656,8528,18487,11927,6539,5715,8815,8820,7467,7035,7536,3,144,316,2,6,3,2,7,6,4,6,7,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,25,1,12,1,4,2,1,1,applied science
1,2,1,2,1,1,2,1,1,4,1,1,1,1,4,15238,11819,2938,7416,4842,6297,10833,3635,4351,10321,8671,8885,5038,5336,8428,3,115,132,2,6,6,7,5,5,6,3,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,15,1,2,1,4,2,1,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24556,7519,5114,5369,4185,5325,6806,3253,3830,4460,5151,4712,7419,5158,4120,5,100,161,7,2,2,4,6,1,6,1,3,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,3,2,1,57,1,7,1,4,1,1,3,
5,5,2,5,2,4,5,4,2,5,3,4,3,5,5,81149,7848,11130,5126,51829,11962,17805,16487,17030,21221,52111,28822,8413,5586,26981,7,365,130,5,5,5,3,5,3,2,1,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,1,2,2,4,2,1,3,
3,3,1,3,4,3,3,1,3,2,4,4,1,3,4,4664,4168,750,6365,3385,3799,2636,2218,9767,415,4337,7978,936,3033,2516,2,58,139,3,4,6,6,2,4,2,0,3,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,30,1,6,1,4,2,2,1,Social work
3,3,1,1,4,2,1,1,1,3,3,1,1,2,5,5826,7258,3518,5838,14589,6927,5847,2404,7982,5212,5699,3920,3664,6672,16897,238,104,112,1,6,3,7,6,6,2,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,1,1,29,2,2,1,4,2,1,1,
4,4,2,2,4,5,3,2,3,4,4,4,1,4,4,8031,10049,4064,5103,16529,5379,6771,17045,16139,5010,4873,8767,3958,107270,4917,3,225,701,3,6,6,4,6,6,5,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,15,1,12,1,4,2,1,2,
4,2,1,1,1,2,1,1,1,4,1,1,1,3,3,5207,3193,3476,2655,2290,3385,2784,3204,2639,5411,2999,4387,2944,3396,4888,2,56,89,3,1,7,6,5,7,6,2,5,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,23,1,1,1,4,1,1,2,Psychology
5,5,1,4,4,4,5,1,1,5,5,5,1,3,5,6129,12143,6432,4464,4552,7608,4120,4928,7176,4320,6743,6328,5392,9392,3869,18,95,93,6,6,1,7,7,5,3,7,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,1,1,38,1,6,1,4,1,3,2,"Chemical Engineering, Electrical Engineering,"
5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,9056,10872,5474,6568,4684,5903,4684,4851,7072,10626,6424,4562,7937,7495,3509,3,101,197,4,6,7,3,7,5,7,5,7,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,2,2,1,1,19,1,1,1,4,2,1,3,
1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,5200,8933,4072,2664,2448,3456,5008,3336,3744,7783,3593,3224,3520,3128,2375,406,63,66,1,7,4,7,6,6,6,4,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,1,1,2,19,1,1,2,4,1,1,2,
1,1,1,1,4,1,1,1,1,4,1,1,1,1,5,6287,5007,2480,2880,5560,2768,2496,2320,4136,3999,3504,9992,3768,6096,4615,2,67,82,1,6,4,1,6,5,1,6,6,3,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,2,3,1,1,17,2,2,1,4,1,1,1,
4,1,1,1,4,1,1,1,1,5,2,1,1,1,5,6173,2248,2558,1878,3324,4098,2409,1595,1916,6536,7746,3366,3122,3294,3723,3,56,102,7,5,6,7,6,1,6,1,1,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,21,1,2,1,4,2,1,2,sociology/ polictical science
5,2,1,2,3,1,1,1,1,3,2,4,1,3,5,9657,5949,3544,5857,3855,3266,3216,1245,1234,5067,5057,3194,3186,4055,3463,16,65,136,4,7,2,6,1,3,1,7,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,18,1,6,1,4,2,1,2,
4,3,1,2,3,3,2,1,1,5,3,2,1,3,5,4244,6249,3012,3785,10456,5665,4112,1904,2688,4427,5401,4772,3230,6603,4144,30,71,93,1,2,5,7,3,7,5,5,3,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,29,1,2,1,4,1,1,2,Animation
4,1,1,1,1,4,1,3,4,5,5,1,4,1,5,5816,7715,3496,3768,4557,14247,6066,14606,5165,14519,5281,7203,5576,21307,5299,3,125,110,4,7,5,3,7,5,6,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,24,1,12,1,4,2,1,2,
3,1,1,1,2,3,1,1,1,3,1,3,1,2,3,4885,4961,8674,3520,5086,7986,5636,4669,4502,6420,4202,11091,2418,7620,5253,5,89,197,3,5,6,7,6,5,4,5,3,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,36,1,12,1,4,2,2,2,Psychology
5,4,4,4,5,5,5,4,5,5,5,4,3,5,5,13839,10701,9683,7084,8964,8520,13314,8669,11332,9799,16648,16887,32600,7233,7149,11,184,410,5,5,3,3,7,3,6,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,41,1,1,1,4,0,2,1,Philosophy
5,4,4,5,5,5,5,4,5,4,5,4,2,4,5,4935,14315,4734,8068,2666,3217,4167,3849,6082,6538,5893,5652,9431,6737,4102,3,93,114,2,7,6,7,5,7,2,3,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,23,1,7,3,3,2,3,0,Social work
4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,19222,4359,1073,3267,2046,7223,2113,1231,1400,10955,8238,3775,4937,3345,6415,11,85,127,1,7,4,7,6,7,6,6,1,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,2,29,1,1,1,4,2,1,2,economics
3,2,4,3,4,2,3,5,1,3,3,2,4,3,5,18907,12741,1776,6285,3883,9173,6107,3052,6974,2901,7679,3701,4765,7460,7498,12,104,130,1,1,5,6,5,7,6,5,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,26,1,7,1,4,1,1,3,
5,5,2,4,4,5,4,3,1,1,4,5,1,5,5,32848,9360,9981,13864,8549,9291,13188,4613,9163,18016,7674,11844,9542,7493,5459,27,174,299,7,7,6,7,6,6,5,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,4,2,2,2,36,2,2,1,4,2,3,3,Chemistry
1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,6281,3896,2824,0,4212,3576,2952,1724,4688,1448,2064,2536,2740,3312,7564,2,51,186,7,1,5,1,7,1,6,1,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,1,1,54,2,1,1,4,1,3,5,business
4,4,1,4,4,3,2,2,2,4,2,2,2,4,4,9278,8439,4022,6992,222640,6631,5857,4008,2471,3080,5064,3920,4055,4927,2785,3,296,141,2,5,3,6,5,6,6,4,4,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2,2,3,1,46,2,12,4,4,2,1,3,Business information management
5,0,1,5,5,5,5,1,1,3,4,4,1,5,5,12641,0,5935,11775,5466,3976,6850,3440,5322,7497,9227,10413,2927,9578,5945,30,102,183,7,7,4,6,7,1,6,6,4,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,51,1,10,1,4,0,2,2,
4,4,2,2,3,2,4,3,3,4,4,4,2,4,2,9023,9904,7802,736,18459,7487,6634,4554,5102,3786,13272,11090,8787,8204,16476,10,135,15687,5,6,5,5,2,5,3,5,3,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,26,1,12,5,4,2,1,1,
4,4,1,2,5,2,4,1,1,2,4,4,1,5,5,10172,1283,2584,6034,5167,8383,3022,2695,3496,4509,5777,4750,8226,7587,3916,314,80,109,1,5,6,6,5,7,5,1,5,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,1,19,1,2,4,4,2,1,3,Journalism 
1,1,1,3,1,1,1,1,1,5,4,1,1,1,4,17872,9228,3234,5121,3850,4179,5255,2062,3633,7186,11469,4301,2837,4250,5699,19,92,109,6,6,6,7,2,5,4,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,3,1,2,29,1,9,1,4,1,1,2,communications
5,1,1,1,2,1,2,1,1,5,4,2,1,4,5,22497,9031,4313,2536,8592,3728,6351,2466,6173,4451,7921,8012,2474,7341,3714,382,101,108,1,7,5,3,1,7,1,7,7,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,1,2,22,1,1,1,5,1,1,2,Law
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6236,0,1561,7597,2485,1635,1490,1404,1383,1260,2848,2846,1551,4496,8480,13,46,139,2,5,5,4,5,5,5,4,7,6,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,22,1,2,1,4,1,1,4,
4,5,2,2,4,5,5,2,5,3,5,5,4,5,5,8497,5614,3364,11127,2476,2464,3376,4174,3195,7248,4352,2971,4218,10318,2115,12,77,168,3,5,5,5,6,6,6,2,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,0,1,1,53,1,3,1,4,1,3,3,medicine
3,2,1,4,5,4,2,1,1,5,4,2,1,5,5,5054,4137,6999,3512,4961,6423,4187,2065,3152,3702,5139,5372,1283,7879,2932,5,67,122,1,6,7,5,3,5,2,3,3,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,19,1,2,1,4,1,1,2,Criminology
4,5,2,2,3,4,4,4,2,5,4,4,4,3,5,12275,9697,9132,9586,13496,12609,8200,5498,12184,12811,7032,8784,12840,13560,4949,8,156,214,1,6,5,7,6,6,6,2,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,39,1,12,4,4,1,1,3,
3,1,2,1,3,3,1,2,2,4,2,3,1,1,5,26645,13454,4356,18812,7051,8366,8980,3644,8114,10330,8632,9927,6437,8814,6172,4,152,173,3,2,6,3,4,4,6,4,7,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,2,42,1,1,3,4,1,1,2,English and psychology
2,5,1,2,3,3,1,1,5,3,4,1,1,5,4,31334,21560,10916,19765,29740,15202,15240,8120,18576,16529,13205,19728,9213,7899,20043,534,261,267,1,4,5,5,6,7,6,7,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,43,1,10,1,4,2,1,3,
1,4,1,1,1,1,1,1,3,2,2,1,1,1,1,46024,9185,4101,7130,7171,8950,2273,2092,5481,19438,28572,16502,3926,9971,4331,35,179,229,4,6,6,6,7,5,4,2,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,3,1,2,2,24,1,2,2,4,2,1,7,physics
5,2,1,4,2,5,4,1,1,5,3,2,1,5,5,31378,16050,4571,7943,9447,9669,9360,8383,45622,11296,15493,18418,19370,2593,10691,47,227,236,4,6,5,5,3,4,6,5,6,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,2,27,1,6,1,4,1,1,2,Civil Engineering
4,2,3,3,4,3,2,4,3,3,4,2,3,3,4,12448,11941,7582,18909,7732,9432,6817,5976,10766,16382,17008,7042,10039,6113,5155,7131,156,186,3,5,4,6,7,3,2,3,3,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,21,1,1,5,1,2,1,1,
3,5,1,5,4,4,5,1,2,2,4,4,1,4,5,22533,5059,10596,7291,7652,12460,8204,3840,8012,11668,22915,10236,4692,5852,5639,600,147,251,5,7,2,7,5,5,7,7,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,35,1,2,1,4,1,1,2,
5,5,2,1,1,1,3,2,1,5,4,5,2,1,5,10498,25445,2805,7479,7667,9818,6916,6266,7185,6116,6723,8730,7303,8283,6757,9,130,270,6,3,6,2,7,5,7,2,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,60,1,12,1,4,2,1,2,Anthropology
4,4,2,3,2,2,2,3,2,5,5,3,2,4,4,6386,16536,6657,13095,11240,11688,7776,4464,4768,12096,9704,9552,7304,6280,6648,4,135,139,4,6,5,4,7,5,4,3,6,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,4,2,1,1,32,1,4,1,5,2,2,3,Law & Business
4,2,1,4,4,2,1,1,1,1,2,3,1,3,5,5669,11741,7138,4649,7830,13801,6941,4371,9509,6358,138071,6179,4938,10124,7289,3,247,267,5,6,3,7,7,6,6,5,3,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,2,17,1,1,2,4,2,1,2,Embedded Systems Engineering
5,5,1,4,4,5,2,1,5,1,5,4,1,5,5,6138,7663,3771,5950,8064,7547,20666,3723,6299,12029,4769,7249,7201,4599,5101,698,113,141,1,6,5,1,7,7,1,5,5,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,31,1,1,1,4,1,2,0,psychology
5,5,1,2,5,4,1,2,2,5,4,4,1,5,5,5566,9446,2592,5648,3728,5103,6024,3800,3224,6719,2817,4160,7895,3896,3927,100,75,112,1,7,5,3,1,7,2,4,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,30,1,2,2,4,2,1,2,political science
