"Count","Month","Sex","Type"
241,2016-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
221,2016-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
242,2016-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
272,2016-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
270,2016-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
236,2016-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
255,2016-12-01,"Female","Dangerous or Negligent Acts Endangering Persons"
240,2017-01-01,"Female","Dangerous or Negligent Acts Endangering Persons"
242,2017-02-01,"Female","Dangerous or Negligent Acts Endangering Persons"
281,2017-03-01,"Female","Dangerous or Negligent Acts Endangering Persons"
227,2017-04-01,"Female","Dangerous or Negligent Acts Endangering Persons"
264,2017-05-01,"Female","Dangerous or Negligent Acts Endangering Persons"
253,2017-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
268,2017-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
263,2017-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
249,2017-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
236,2017-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
242,2017-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
292,2017-12-01,"Female","Dangerous or Negligent Acts Endangering Persons"
285,2018-01-01,"Female","Dangerous or Negligent Acts Endangering Persons"
271,2018-02-01,"Female","Dangerous or Negligent Acts Endangering Persons"
276,2018-03-01,"Female","Dangerous or Negligent Acts Endangering Persons"
267,2018-04-01,"Female","Dangerous or Negligent Acts Endangering Persons"
282,2018-05-01,"Female","Dangerous or Negligent Acts Endangering Persons"
291,2018-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
249,2018-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
252,2018-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
267,2018-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
262,2018-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
290,2018-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
262,2018-12-01,"Female","Dangerous or Negligent Acts Endangering Persons"
285,2019-01-01,"Female","Dangerous or Negligent Acts Endangering Persons"
253,2019-02-01,"Female","Dangerous or Negligent Acts Endangering Persons"
259,2019-03-01,"Female","Dangerous or Negligent Acts Endangering Persons"
264,2019-04-01,"Female","Dangerous or Negligent Acts Endangering Persons"
274,2019-05-01,"Female","Dangerous or Negligent Acts Endangering Persons"
262,2019-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
277,2019-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
272,2019-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
258,2019-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
275,2019-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
287,2019-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
308,2019-12-01,"Female","Dangerous or Negligent Acts Endangering Persons"
255,2020-01-01,"Female","Dangerous or Negligent Acts Endangering Persons"
264,2020-02-01,"Female","Dangerous or Negligent Acts Endangering Persons"
249,2020-03-01,"Female","Dangerous or Negligent Acts Endangering Persons"
160,2020-04-01,"Female","Dangerous or Negligent Acts Endangering Persons"
227,2020-05-01,"Female","Dangerous or Negligent Acts Endangering Persons"
252,2020-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
239,2020-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
249,2020-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
255,2020-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
248,2020-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
261,2020-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
256,2020-12-01,"Female","Dangerous or Negligent Acts Endangering Persons"
257,2021-01-01,"Female","Dangerous or Negligent Acts Endangering Persons"
231,2021-02-01,"Female","Dangerous or Negligent Acts Endangering Persons"
294,2021-03-01,"Female","Dangerous or Negligent Acts Endangering Persons"
256,2021-04-01,"Female","Dangerous or Negligent Acts Endangering Persons"
274,2021-05-01,"Female","Dangerous or Negligent Acts Endangering Persons"
229,2021-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
251,2021-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
205,2021-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
192,2021-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
222,2021-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
217,2021-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
216,2021-12-01,"Female","Dangerous or Negligent Acts Endangering Persons"
192,2022-01-01,"Female","Dangerous or Negligent Acts Endangering Persons"
218,2022-02-01,"Female","Dangerous or Negligent Acts Endangering Persons"
214,2022-03-01,"Female","Dangerous or Negligent Acts Endangering Persons"
220,2022-04-01,"Female","Dangerous or Negligent Acts Endangering Persons"
238,2022-05-01,"Female","Dangerous or Negligent Acts Endangering Persons"
205,2022-06-01,"Female","Dangerous or Negligent Acts Endangering Persons"
233,2022-07-01,"Female","Dangerous or Negligent Acts Endangering Persons"
226,2022-08-01,"Female","Dangerous or Negligent Acts Endangering Persons"
230,2022-09-01,"Female","Dangerous or Negligent Acts Endangering Persons"
220,2022-10-01,"Female","Dangerous or Negligent Acts Endangering Persons"
226,2022-11-01,"Female","Dangerous or Negligent Acts Endangering Persons"
443,2014-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
438,2014-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
454,2014-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
442,2014-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
442,2014-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
450,2014-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
454,2015-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
435,2015-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
441,2015-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
445,2015-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
451,2015-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
475,2015-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
456,2015-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
481,2015-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
456,2015-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
459,2015-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
435,2015-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
456,2015-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
434,2016-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
453,2016-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
501,2016-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
436,2016-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
448,2016-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
458,2016-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
480,2016-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
444,2016-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
458,2016-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
430,2016-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
454,2016-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
474,2016-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
497,2017-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
480,2017-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
458,2017-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
447,2017-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
499,2017-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
466,2017-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
509,2017-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
499,2017-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
461,2017-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
473,2017-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
488,2017-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
513,2017-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
492,2018-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
493,2018-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
518,2018-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
516,2018-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
538,2018-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
497,2018-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
480,2018-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
507,2018-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
485,2018-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
494,2018-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
501,2018-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
506,2018-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
514,2019-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
464,2019-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
518,2019-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
504,2019-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
528,2019-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
509,2019-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
537,2019-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
504,2019-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
510,2019-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
521,2019-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
507,2019-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
527,2019-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
531,2020-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
501,2020-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
498,2020-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
368,2020-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
504,2020-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
519,2020-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
506,2020-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
505,2020-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
506,2020-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
510,2020-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
505,2020-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
511,2020-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
507,2021-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
460,2021-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
523,2021-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
503,2021-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
496,2021-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
508,2021-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
551,2021-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
476,2021-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
444,2021-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
452,2021-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
462,2021-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
483,2021-12-01,"Male","Dangerous or Negligent Acts Endangering Persons"
463,2022-01-01,"Male","Dangerous or Negligent Acts Endangering Persons"
446,2022-02-01,"Male","Dangerous or Negligent Acts Endangering Persons"
464,2022-03-01,"Male","Dangerous or Negligent Acts Endangering Persons"
502,2022-04-01,"Male","Dangerous or Negligent Acts Endangering Persons"
518,2022-05-01,"Male","Dangerous or Negligent Acts Endangering Persons"
502,2022-06-01,"Male","Dangerous or Negligent Acts Endangering Persons"
447,2022-07-01,"Male","Dangerous or Negligent Acts Endangering Persons"
492,2022-08-01,"Male","Dangerous or Negligent Acts Endangering Persons"
486,2022-09-01,"Male","Dangerous or Negligent Acts Endangering Persons"
467,2022-10-01,"Male","Dangerous or Negligent Acts Endangering Persons"
448,2022-11-01,"Male","Dangerous or Negligent Acts Endangering Persons"
103,2014-07-01,"Female","Fraud, Deception and Related Offences"
81,2014-08-01,"Female","Fraud, Deception and Related Offences"
102,2014-09-01,"Female","Fraud, Deception and Related Offences"
90,2014-10-01,"Female","Fraud, Deception and Related Offences"
89,2014-11-01,"Female","Fraud, Deception and Related Offences"
80,2014-12-01,"Female","Fraud, Deception and Related Offences"
81,2015-01-01,"Female","Fraud, Deception and Related Offences"
81,2015-02-01,"Female","Fraud, Deception and Related Offences"
86,2015-03-01,"Female","Fraud, Deception and Related Offences"
91,2015-04-01,"Female","Fraud, Deception and Related Offences"
95,2015-05-01,"Female","Fraud, Deception and Related Offences"
84,2015-06-01,"Female","Fraud, Deception and Related Offences"
89,2015-07-01,"Female","Fraud, Deception and Related Offences"
